Episode,Reward,CPU_Level,Agent_Stock,CPU_Stock,Actor_Loss,Critic_Loss,Entropy
42,-43.978123,9,0,4,-0.06862769027551015,4.932611187299092,1.4672755599021912
43,-27.156898,9,0,2,-0.021173858642578126,3.514700174331665,1.3218082666397095
44,-28.492538,9,0,3,-0.011349695663039502,2.461887400883895,1.193324556717506
45,-37.16585,9,0,4,-1.3700789875454373e-07,2.6824203547504215,1.1024164226320055
46,-28.746548,9,0,3,0.020892451827724774,2.0368506477938757,1.2623340288798015
47,-37.2471,9,0,3,-0.0323284562677145,4.277802401036024,1.292195737361908
48,-34.53438,9,0,3,0.011340927798300982,1.8386696161968368,1.3808949845177787
49,-32.776,9,0,3,-0.020814646700663225,1.837537991149085,1.43170850617545
50,-37.142307,9,0,3,-0.018908967496827245,4.202691205777228,1.3905061930418015
51,-37.795006,9,0,3,0.009068167044056786,3.35968818101618,1.355155309041341
52,-31.348526,9,0,3,0.01544586905779747,1.0288192320328493,1.3458817647053645
53,-32.190514,9,0,2,0.05815540540676851,1.7939956446106617,1.4627079688585722
54,-26.44089,9,0,2,0.008796230177668965,1.9869995415210724,1.6104261244044584
55,-28.863821,9,0,3,-0.003462832421064377,1.9876460984349251,1.6725199103355408
56,-34.194435,9,0,4,0.03690434094857086,0.9737018726088784,1.6283957307988948
57,-32.986546,9,0,3,0.003321149153634906,3.1482758186757565,1.6116131395101547
58,-34.42417,9,0,3,0.06434988882392645,2.6930228074391684,1.4884940385818481
59,-18.180315,9,1,1,0.03882599746187528,2.5576765636603036,1.4579501152038574
60,-6.5152035,9,0,1,0.16012614965438843,0.3725871741771698,1.6857610940933228
61,-29.935139,9,0,3,-0.004149608831438754,0.7118993720246686,1.5254755483733282
62,-34.518997,9,0,3,0.013162882067263126,2.74518435312943,1.5534184846011074
63,-35.42735,9,0,4,0.0335420093245127,1.0250216871500015,1.609402667392384
64,-41.140007,9,0,4,0.0009033101766059796,7.637122940272093,1.6669023831685383
65,-37.470703,9,0,4,0.005923427641391754,0.6252274245023728,1.5725354075431823
66,-39.305355,9,0,3,0.016771308908408337,2.9440592987970873,1.5758791403336958
67,-34.761757,9,0,3,-0.02079939397729256,2.387727104127407,1.5681753917173906
68,-39.39534,9,0,4,0.012095907559761634,1.0995041931477876,1.6266828041810255
69,-35.264603,9,0,2,-8.492730557918549e-05,3.086075626934568,1.585499366124471
70,-39.396557,9,0,3,0.02384234988130629,2.849989383481443,1.4450093060731888
71,-37.62429,9,0,4,-0.026203840350111324,1.6257700353033013,1.373363693555196
72,-45.757168,9,0,4,0.049945483322847976,2.2234143154187636,1.3991686647588557
73,-49.039654,9,0,4,-0.04464341952864613,4.4486871106284,1.3549545322145735
74,-45.115963,9,0,4,0.048136536712543324,1.2883243744189923,1.357199421295753
75,-38.630943,9,0,3,-0.06607856461778283,3.8274059750139715,1.3804094910621643
76,-45.454727,9,0,4,-0.013047519539083754,3.582961303847177,1.40982563155038
77,-38.903,9,0,4,0.04993861254591208,1.167392866542706,1.2772191304426928
78,-36.309246,9,0,4,0.011123256334526972,0.9020599817687814,1.3175775571302935
79,-40.89767,9,0,4,-0.024209129491022656,4.314098210207054,1.3713658537183488
80,-22.681381,9,0,2,0.018788804672658442,2.041700428724289,1.2828123331069947
81,-38.995575,9,0,4,-0.03750465132503046,3.0302153237991862,1.2148453791936238
82,-42.435562,9,0,4,0.0013675689697265625,3.9373526434813226,1.1072607466152735
83,-42.705532,9,0,4,0.003782510550485717,2.55589324194524,1.1363937324947782
84,-32.880947,9,0,3,0.05971209772608497,3.165711906823245,1.003487077626315
85,-35.978703,9,0,3,0.05524585396051407,2.1284416019916534,0.9897268480724759
86,-43.85424,9,0,4,-0.034651223570108414,5.237057907879352,1.3402498245239258
87,-37.699875,9,0,2,-0.008723302810852016,3.1515539086290767,1.2739658526011877
88,-36.643078,9,0,3,-0.0016336016930066622,1.7179314992748773,1.4139222915355976
89,-37.994614,9,0,4,0.041678646206855775,2.123772619664669,1.467481005191803
90,-33.434624,9,0,2,0.013195547585686048,2.2140318784448834,1.5031020376417372
91,-38.013996,9,0,3,-0.0006783143617212772,2.7213551281020045,1.6257553100585938
92,-42.960983,9,0,4,0.012142928317189217,3.964434136237417,1.6465001276561193
93,-31.777609,9,0,4,-0.018378712236881256,1.26505216143348,1.632720177823847
94,-39.976254,9,0,4,0.019302282397719948,0.7471222843636166,1.5768403898585925
95,-41.899483,9,0,4,0.0062194880606098605,2.14802437140183,1.4159502224488691
96,-35.456238,9,0,3,0.03586243262345141,2.4774575629694895,1.5361982150511309
97,-40.58901,9,0,4,-0.03395177749916911,6.324261126108468,1.4836347103118896
98,-35.25972,9,0,4,0.0014263992863042013,3.273706290870905,1.5265392916543143
99,-46.218628,9,0,4,-0.010059403604827821,3.9914177034515887,1.5851874351501465
100,-27.316763,9,0,3,0.029090921115130185,1.9866523340344429,1.5485584139823914
101,-28.14535,9,0,2,-0.0030143119394779204,2.635910239815712,1.5618292570114136
102,-32.759377,9,0,3,0.01408828180283308,4.730781802535057,1.5475006580352784
103,-32.696,9,0,3,0.03920597464523532,2.4243857616728004,1.6109857775948264
104,-38.44852,9,0,4,-0.07121006515808403,2.5757383946329355,1.3987027406692505
105,-46.51375,9,0,4,0.05653323116712272,5.218874525278807,1.1842613965272903
106,-43.827934,9,0,4,0.03352128021651879,2.895223058760166,1.061574138700962
107,-34.332054,9,0,2,-0.003662728083630403,3.2731830862661204,1.0359526127576828
108,-34.05606,9,0,3,-0.002016971565105698,1.402347670360045,0.8899937976490367
109,-42.20779,9,0,4,-0.0006184421169261137,2.7242257081800036,0.7724665535820855
110,-49.64041,9,0,4,-0.10444100648164749,9.247781085968018,1.0190596342086793
111,-42.06956,9,0,4,-0.014955206108944756,3.8846014695508138,0.838870712688991
112,-43.557156,9,0,4,0.029944068938493728,2.518274062871933,0.649678784608841
113,-36.66537,9,0,3,-0.02938830992206931,4.1135534760024814,0.8452122012774149
114,-43.456043,9,0,4,0.010975435908351625,4.454908708908728,0.8317558765411377
115,-38.741154,9,0,4,-0.019710612793763477,2.5328083833058677,0.5430478453636169
116,-30.624546,9,0,3,0.024570321797260215,1.660841962588685,0.6458196043968201
117,-32.815025,9,0,3,-0.019153194967657328,1.4880728535354137,0.8344746008515358
118,-36.175877,9,0,3,-0.025126588996499777,2.28414449095726,0.6804626335700353
119,-51.311253,9,0,4,-0.04370403910676638,10.187514493862787,0.8134156415859858
120,-41.682816,9,0,4,0.08400194027594157,4.331131472119263,0.7805888482502529
121,-37.591984,9,0,3,0.07048390557368596,5.029488409558932,1.1654618581136067
122,-29.025105,9,0,3,0.05268078212710944,1.4306590990586714,1.290705073963512
123,-49.003414,9,0,4,0.050823427204574854,3.2461778095790317,1.6908105271203178
124,-36.750145,9,0,3,0.010061954063448038,2.3360124826431274,1.775658206506209
125,-32.99158,9,0,3,0.005231834831647575,2.8182863146066666,1.8107548207044601
126,-43.646286,9,0,4,0.03335972564915816,4.387386133273442,1.877269983291626
127,-32.96681,9,0,4,0.014862400013953447,2.0389467030763626,1.8558242321014404
128,-43.234867,9,0,4,0.06912797476564135,5.428520441055298,1.8689336947032384
129,-40.975647,9,0,4,0.009064102778211236,1.5181138403713703,1.943309485912323
130,-30.156113,9,0,3,0.03483198183987822,1.203645614108869,1.8819018602371216
131,-34.450077,9,0,3,0.0057968745008111,1.7062915466725825,1.8852498292922975
132,-40.2782,9,0,3,0.024136705737974908,4.664351921942499,1.854390886094835
133,-38.44479,9,0,4,0.02535584137182344,2.205042953518304,1.7563229257410222
134,-35.919525,9,0,3,0.0640041921287775,4.1505804397165775,1.856978416442871
135,-40.97695,9,0,4,-0.007547336009641488,4.2533131676415605,1.9041719635327656
136,-30.014174,9,0,3,-0.015562724660743366,1.292418404736302,1.9587824669751255
137,-27.478573,9,0,4,0.01841245378766741,1.6770603933504649,1.9844547850745065
138,-37.153313,9,0,3,-0.01157099697738886,2.0840018719434736,1.9456225395202638
139,-36.4976,9,0,3,-0.015207331119613214,2.5312419520183043,1.9492445208809592
140,-25.84937,9,0,2,-0.0019664887338876726,2.369414809346199,1.99020414352417
141,-43.61151,9,0,4,-0.025091590492853096,4.3369095123239925,1.9463331869670324
142,-36.061985,9,0,4,0.01409357866006238,3.1191754255975996,1.9400706461497716
143,-25.843893,9,0,2,0.0002211242914199829,2.051760794222355,1.9590984582901
144,-29.348406,9,0,2,0.022044944238256325,1.66800957782702,1.9524806954643943
145,-46.281136,9,0,4,0.019281160784885287,4.29298640973866,1.930247351527214
146,-25.241724,9,0,2,-0.049090284920696704,1.2245365833597524,1.866270431450435
147,-26.66745,9,0,1,-0.031794807408005,2.724358885415963,1.7889425328799657
148,-37.627846,9,0,4,-0.04765757421652476,2.5669124010536404,1.6281691524717543
149,-46.735226,9,0,4,-0.0426525633249964,6.07157759900604,1.5761460065841675
150,-22.92084,9,0,3,-0.02796899884318312,0.8831986946364244,1.4748063385486603
151,-31.787174,9,0,2,-0.007580412489672502,2.09069642846783,1.4646755854288738
152,-44.280743,9,0,4,0.0010465927835967806,3.920526855521732,1.405518611272176
153,-22.422356,9,0,2,-0.07142342813313007,2.0508978881619195,1.3008114424618809
154,-40.667904,9,0,4,0.004046945599839091,3.1423246413469315,1.2013264745473862
155,-42.61425,9,0,4,-0.04151902052884301,7.03942118336757,1.179181069135666
156,-41.321293,9,0,4,-0.03591045830398798,2.580286778509617,1.2648913115262985
157,-40.73702,9,0,4,-0.05145741378267606,4.56089323759079,1.2404675285021465
158,-34.500546,9,0,4,-0.08500931547446684,1.3298883045261556,1.3336694999174639
159,-29.859362,9,0,3,-0.015251351706683635,1.5693807557225228,1.2814201593399048
160,-40.281876,9,0,4,-0.028121402312535793,2.458251073025167,1.2266001403331757
161,-31.33664,9,0,3,-0.028224998368666723,2.605447625884643,1.1872403071476862
162,-25.636814,9,0,3,-0.03519446551799774,0.9327102636297544,1.1345007181167603
163,-36.387657,9,0,4,-0.01486692184375392,1.908722184598446,1.2670233514573839
164,-31.954063,9,0,3,0.004335219705743449,1.194563933515123,1.3183964831488473
165,-36.995834,9,0,3,0.034386265402038894,4.960842270818022,1.2764976819356282
166,-39.28792,9,0,4,0.03468038747087121,1.8579292786307633,1.3603908618291218
167,-27.00556,9,0,3,-0.005548430606722832,2.105931888334453,1.4849565774202347
168,-34.479446,9,0,4,-0.0422981800382129,2.775520017163621,1.5290453433990479
169,-35.99861,9,0,4,0.019323027071853478,1.9800183473465343,1.570612758398056
170,-30.330963,9,0,3,0.01543445015947024,2.3504771242539086,1.6246953540378146
171,-27.40146,9,0,3,-0.02494056321059664,1.44365502273043,1.683853805065155
172,-31.687374,9,0,3,-0.0028790685094215655,2.8471468717537145,1.6647830659692937
173,-38.08944,9,0,4,0.0008372053917911318,3.5992265476120844,1.5696416563457913
174,-43.999847,9,0,4,0.008993412367999554,1.82007557451725,1.6850094079971314
175,-27.149048,9,0,3,-0.004732833057641983,0.9011989419658979,1.7708484888076783
176,-29.372694,9,0,3,-0.019589402120221745,1.8751164508814162,1.7750330513173884
177,-30.165102,9,0,3,-0.01495708835621675,2.130998160379628,1.7902230322360992
178,-33.141594,9,0,3,0.0033046460011973977,1.496009289358671,1.7669242253670325
179,-46.36825,9,0,4,-0.020974367624148726,5.104202667018399,1.793190374970436
180,-37.079514,9,0,4,0.039899781684983864,0.9672814241864465,1.689912048253146
181,-39.686134,9,0,3,0.023251136764883995,3.4023655995726587,1.7182164549827577
182,-32.49067,9,0,4,-0.024636154595230306,2.874644730772291,1.684316941670009
183,-28.304787,9,0,2,-0.003156541423364119,3.319577472623099,1.6868225119330666
184,-42.189434,9,0,4,0.037956232471125465,2.693128694381033,1.691378048488072
185,-38.539894,9,0,4,0.011224019806832075,2.238162411376834,1.700969159603119
186,-22.584204,9,1,2,0.01697595529258251,1.8497124508023262,1.6535449981689454
187,-5.7335105,9,0,2,0.13611115515232086,0.8434138894081116,1.5634604692459106
188,-40.333176,9,0,3,-0.008572219353583124,3.1876103803515434,1.6762966579861112
189,-33.84291,9,0,4,-0.00690431259572506,2.3727283380925654,1.695941400527954
190,-22.814484,9,0,2,-0.01442628400400281,1.314848104181389,1.6519793470700581
191,-35.73903,9,0,3,-0.0040491747204214334,1.9275319362059236,1.5980252708707536
192,-22.284008,9,0,3,0.015060148667544127,0.9694591397419572,1.6148950854937236
193,-31.335049,9,0,3,-0.02093381279458602,1.741360367430995,1.6313028633594513
194,-34.184444,9,0,3,-0.0051573532234345165,3.3033916050834313,1.6007461036954607
195,-31.368065,9,0,3,0.029596146196126938,2.105209133028984,1.5524311423301698
196,-31.56351,9,0,3,-0.04622627484301726,2.65169530444675,1.536838213602702
197,-33.251057,9,0,3,0.04105333345276969,3.7589833683201244,1.6601200103759766
198,-31.545746,9,0,3,-0.03674973534758796,1.83264461024241,1.670432610945268
199,-37.093834,9,0,3,0.04597388546575199,1.7865201587026769,1.6725053570487283
200,-39.426796,9,0,3,-0.06481942906975746,3.664207562804222,1.6083238124847412
201,-26.070692,9,0,3,-0.04859766224399209,1.7788645550608635,1.7030562460422516
202,-33.76576,9,0,3,-0.03452421880016724,1.6961865679671366,1.6154235204060872
203,-38.80622,9,0,2,0.027607079595327377,3.1658636674284937,1.5085354566574096
204,-36.787926,9,0,4,0.022517079280482397,1.8041480349169836,1.6676176256603665
205,-42.489426,9,0,4,-0.014114492173705782,3.4337869520698274,1.8325398649488176
206,-24.27163,9,0,3,-0.0386096196105847,0.7680757048611457,1.8287942501214833
207,-36.685375,9,0,4,-0.012681940570473671,1.462330348044634,1.7944055438041686
208,-25.148743,9,0,2,0.004728023948914865,1.205625216531403,1.8704293615677778
209,-35.05344,9,0,4,-0.011603256635781791,1.726338408059544,1.8678777085410223
210,-29.57386,9,0,1,0.003341455544744219,2.0025986350540603,1.8290427497455053
211,-38.856613,9,0,3,0.017192045599222182,1.5635006055235863,1.8176194906234742
212,-34.86772,9,0,3,-0.02144290083511309,1.6451532759449699,1.82903283292597
213,-45.449776,9,0,4,0.0009954273700714111,2.4779041865840554,1.7656311690807343
214,-41.84364,9,0,4,-0.06489064280564587,1.9954521146913369,1.6698225140571594
215,-26.378218,9,0,2,-0.03731245445934209,2.408297485248609,1.6250537092035466
216,-28.421974,9,0,4,-0.07564006745815277,0.5322525497864593,1.554462357000871
217,-33.094803,9,0,2,0.018767002038657665,1.6214316438417882,1.5957422032952309
218,-41.65409,9,0,4,0.006476285867393017,2.7596728783100843,1.7291384637355804
219,-37.93049,9,0,3,-0.010971935465931892,1.4462424755717318,1.7833431031968858
220,-34.413925,9,0,4,-0.011467395688999783,1.236852858554233,1.776574113152244
221,-26.633015,9,0,1,0.004082259722054005,2.0058386006082096,1.8330207268397014
222,-35.35038,9,0,3,-0.02022486027668823,3.4753975102847274,1.882717641917142
223,-37.501373,9,0,3,0.010687178745865823,1.1962477159996827,1.8286657015482584
224,-36.746902,9,0,4,0.0169716514647007,0.7971965558826923,1.7810573816299438
225,-28.417305,9,0,3,0.0162199594390889,1.0259143859148026,1.7889322340488434
226,-36.171272,9,0,4,-0.06240173543875034,1.0181474410570586,1.7529222873541026
227,-25.791052,9,0,2,0.015933465431718266,0.8929758494829431,1.755962841651019
228,-28.845406,9,0,3,-0.04493951367644163,0.9618992124899075,1.8675805513675396
229,-37.23559,9,0,3,-0.0011493050094161714,0.7784792363111462,1.8934601034436906
230,-28.322035,9,0,2,0.02609150425383919,1.565954609774053,1.8812626161073382
231,-34.963097,9,0,3,-0.00848518405109644,1.9671686242024105,1.8929077982902527
232,-40.984726,9,0,4,0.004375021439045668,3.772193885408342,1.8861125111579895
233,-37.544777,9,0,3,-0.02654511071741581,3.0890288528054954,1.793941068649292
234,-35.12864,9,0,4,-0.020890603980256453,1.892145401901669,1.7026156849331326
235,-32.859093,9,0,3,-0.06229940801858902,2.704205405983058,1.6664107279344038
236,-47.512066,9,0,4,-0.011305483803153039,3.0335559986531733,1.6416762351989747
237,-36.866158,9,0,4,-0.04445572404397859,1.9929204719762008,1.659577210744222
238,-31.28611,9,0,3,-0.0026670523220673203,1.1157293268479407,1.855754315853119
239,-29.51145,9,0,2,-0.021505690234548906,0.9876449076349244,1.9133664930568022
240,-36.39428,9,0,4,-0.023756542327729138,1.505189811302857,1.9012288397008723
241,-34.0569,9,0,3,-0.023228895850479603,3.601884937379509,1.953037604689598
242,-37.00508,9,0,3,-0.013270266783925204,1.5909027657829797,1.910774276806758
243,-41.482224,9,0,4,-0.11471628811624315,3.693987481709984,1.75920303662618
244,-41.825745,9,0,3,-0.02191926246242864,2.4218429688896452,1.702308007649013
245,-31.349379,9,0,3,0.026550678966137078,0.995945828465315,1.7492088171151967
246,-40.675323,9,0,4,0.01152524414161841,2.430581378440062,1.8374020258585613
247,-38.565212,9,0,3,0.016157326185041003,1.7378332507279184,1.82928024397956
248,-33.27855,9,0,2,0.023399056209360853,1.4319789015194948,1.8694202409071081
249,-32.013145,9,0,3,0.006035422285397847,1.7165330372129877,1.9133634964625041
250,-23.89724,9,0,3,-0.005002176050435413,0.5187367959456011,1.9851917570287532
251,-45.620995,9,0,4,0.021853054640814662,4.767318794038147,1.981005534529686
252,-38.59983,9,0,4,-0.032317328473760024,2.376209533876843,1.9672000805536907
253,-31.527437,9,0,3,0.00999713484197855,1.837385630607605,1.9827176570892333
254,-31.954712,9,0,3,-0.012842303266127904,1.8640183190504709,1.9514475822448731
255,-25.29622,9,0,2,0.010151819884777069,1.3696192766229311,1.9289332151412963
256,-20.86137,9,0,1,-0.015207699086103175,1.6226642647137244,1.9195234643088446
257,-33.553608,9,0,3,0.01376725323498249,1.8128850463777781,1.8963285207748413
258,-29.327213,9,0,4,0.013107909075915813,0.5018090967088937,1.8970157861709596
259,-31.911116,9,0,3,0.004863163599601159,1.5735587718395085,1.879913018299983
260,-21.585827,9,0,2,-0.0018129742571285792,1.0732630187911647,1.8540388090269906
261,-32.51593,9,0,2,0.004782413731196097,2.03899923818452,1.9289653982434953
262,-35.980644,9,0,3,0.013126059220387386,1.5972269786378512,1.8914146423339844
263,-37.138992,9,0,4,-0.008027289062738419,2.7990373857319355,1.9310651620229085
264,-35.016903,9,0,3,-0.0006223854919274648,2.3716748472717075,1.950483414861891
265,-21.888393,9,0,2,-0.02844033355358988,0.6290770987980068,1.9303547367453575
266,-24.500633,9,0,2,-0.00142889233926932,2.3853715676814318,1.9104869683583579
267,-32.842186,9,0,3,-0.0010607603650826674,1.07000521169259,1.878579625716576
268,-35.840973,9,0,4,-0.04673723051590579,5.507662381444659,1.9155134814126151
269,-27.975018,9,0,3,-0.0231942952695218,1.8370248756625436,1.8975339260968296
270,-33.81181,9,0,3,-0.0031452164268837525,1.5323869161880934,1.8626062594927275
271,-37.397354,9,0,3,0.025720634148456156,3.0696596962710223,1.8288534184296925
272,-24.395988,9,0,2,0.017493619720506316,1.3738057858803694,1.9221568878959208
273,-28.851818,9,0,2,-0.011675577238202095,1.6346854120492935,1.9346132278442383
274,-45.964264,9,0,4,0.010250220873526164,6.201455674001148,1.9669432980673653
275,-43.870483,9,0,4,-0.01377322943881154,1.9847250487655401,1.9004537463188171
276,-32.24002,9,0,3,-0.0017099878168664873,3.2271786918863654,1.880194991827011
277,-29.507828,9,0,3,0.0269670314155519,1.7311643101274967,1.895486980676651
278,-38.717796,9,0,3,-0.018698167394508015,2.4904294948686254,1.8946965282613581
279,-25.014318,9,0,2,0.009475734217890672,1.601494756660291,1.8934516566140311
280,-37.49849,9,0,3,0.008823032723739743,1.555583983194083,1.8677309304475784
281,-33.686203,9,0,4,0.032443790859542784,1.4036709610372782,1.8964019417762756
282,-28.877895,9,0,3,0.02224630705313757,0.9085776000283659,1.9658689945936203
283,-40.33358,9,0,4,-0.009594706197579702,3.94146992576619,1.9606829285621643
284,-34.205414,9,0,3,-0.01312322305658689,2.102865007920907,1.9380077490439782
285,-20.254436,9,0,1,0.006050183321349323,0.920363026089035,1.8799568563699722
286,-28.362602,9,0,2,-0.004655000055208802,3.342151998076588,1.899917259812355
287,-42.51232,9,0,4,0.0035235200609479633,4.145923527223723,1.8663032395499093
288,-20.915777,9,0,1,0.006889967078512365,1.192317859185013,1.9041280312971636
289,-29.44381,9,0,2,-0.006772779073799029,1.6324693856295198,1.8988957703113556
290,-21.903072,9,0,2,0.010906762443482876,0.7523438931675628,1.8264797627925873
291,-33.228405,9,0,4,-0.016746233962476254,1.7481599543243647,1.8407792329788208
292,-29.216873,9,0,3,-0.02869699669203588,0.5801018915538277,1.8301901136125838
293,-37.252316,9,0,3,-0.005044297664426267,3.095307946554385,1.8442022502422333
294,-28.196825,9,0,2,0.03107618596404791,1.1438049295917154,1.7680777311325073
295,-21.584652,9,0,2,-0.012386320407191913,1.5212240852415562,1.758371082941691
296,-16.644863,9,0,1,-0.012062611254422288,0.7474890301298154,1.727905179324903
297,-20.249853,9,0,1,0.025984321219416764,1.8259429150762467,1.697836527457604
298,-37.599613,9,0,3,0.005938994432134288,2.666549247556499,1.7591324193137032
299,-27.843136,9,0,2,-0.00862030758473434,1.0362506707836139,1.8036634482835467
300,-32.330338,9,0,3,0.002674819901585579,1.3962569868361407,1.7667144320227883
301,-34.19039,9,0,3,0.014699332726498445,2.12401589176928,1.691559761762619
302,-28.707844,9,0,1,-0.03969497723799003,1.6113364284760074,1.7939812572378862
303,-31.093039,9,0,3,-0.008077563407520453,1.2367150316325326,1.8767282863457997
304,-41.212265,9,0,4,0.0418902674689889,1.3462999088689684,1.860832440853119
305,-25.020329,9,0,1,-0.0268399938054028,1.3785656573516982,1.896990282194955
306,-27.016949,9,0,3,-0.027659853920340538,1.2478214051574468,1.8137587785720826
307,-40.56865,9,0,4,-0.0026163639766829355,2.13980296254158,1.7587596007755824
308,-31.02538,9,0,3,0.007182858037677678,1.0179786506024273,1.8337472460486672
309,-35.216522,9,0,4,0.0004714014008641243,1.508202600479126,1.8758913278579712
310,-25.56049,9,0,3,0.006153445846090714,0.6724230653295914,1.8827572564284007
311,-18.57221,9,0,2,-0.0012935747259429523,1.1705250867775507,1.9302863052913122
312,-26.130697,9,0,2,-0.022093942339875196,0.974335369114813,1.9044442929719623
313,-34.96153,9,0,3,1.792186363176866e-05,2.2548118111762134,1.9307358048178933
314,-28.291267,9,0,2,0.015427117880720358,1.8117866662259285,1.9369735626073985
315,-32.775433,9,0,3,-0.017855154847105346,0.9936377207438151,1.876826294263204
316,-28.66296,9,0,2,0.02408582896792463,1.9224381207355432,1.9531357373510088
317,-23.227531,9,0,2,0.0024335747584700584,1.1620473217012153,1.9642347229851618
318,-34.395226,9,0,4,0.006665034633543756,2.0201744629691043,1.9696747726864285
319,-44.094566,9,0,4,-0.023135794119702444,3.3807850856747894,1.9367172453138564
320,-38.078636,9,0,3,-0.0017475710649575507,2.019724352684404,1.9092353241784232
321,-27.193829,9,0,1,-0.005588976581665603,1.1251500284468585,1.9043656912716953
322,-30.487247,9,0,3,-0.007629559109253543,0.5496368315070868,1.8837381516184126
323,-35.708874,9,0,2,-0.002965900360753662,2.108887632328429,1.9013610952778865
324,-25.033533,9,0,2,-0.026299101300537586,1.6197124806931242,1.8408000692725182
325,-32.174732,9,0,4,0.04148072237148881,2.3260923493653536,1.8614392280578613
326,-36.77153,9,0,3,-0.01021696741764362,1.781554538756609,1.8243270562245295
327,-32.4769,9,0,3,0.0023090215399861336,1.5515685032254882,1.7492377502577645
328,-23.838951,9,0,2,0.004942579783107105,0.8139474797307661,1.6763326808025962
329,-27.14656,9,0,2,-0.03429182352764266,1.9423321106338076,1.6758051088878088
330,-40.619118,9,0,3,0.05234857814179526,5.260905856680539,1.714063247044881
331,-31.768555,9,0,3,-0.018387194629758595,1.656490279175341,1.8001189827919006
332,-36.329548,9,0,3,-0.05515206543107828,1.8400597618892789,1.8328686654567719
333,-30.481544,9,0,3,0.003301839447683758,3.1010773711734347,1.8002348343531291
334,-38.732006,9,0,4,0.021414951886981726,2.2585018137469888,1.8715822994709015
335,-39.587708,9,0,4,-0.0043506605120805595,1.6053360293690975,1.8922344262783344
336,-35.261734,9,0,3,0.004142665537074208,1.3399896640330553,1.8847561702132225
337,-30.16857,9,0,2,0.0061804669147188015,2.2987462106076153,1.80652531710538
338,-32.008724,9,0,3,-0.06103660341571359,0.9576661164927132,1.8515453268499935
